"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"G-7","CPI","TOT","IDX2015","A","2018",104.7952,
"G-7","CPI","TOT","IDX2015","A","2019",106.389,
"G-7","CPI","TOT","IDX2015","A","2020",107.2799,
"G-7","CPI","TOT","IDX2015","A","2021",111.0277,
"G-7","CPI","TOT","IDX2015","A","2022",118.9578,
"G-7","CPI","TOT_FOODENRG","IDX2015","A","2018",104.82,
"G-7","CPI","TOT_FOODENRG","IDX2015","A","2019",106.6192,
"G-7","CPI","TOT_FOODENRG","IDX2015","A","2020",107.9482,
"G-7","CPI","TOT_FOODENRG","IDX2015","A","2021",110.723,
"G-7","CPI","TOT_FOODENRG","IDX2015","A","2022",116.1481,
"G-20","CPI","TOT","IDX2015","A","2018",107.9146,
"G-20","CPI","TOT","IDX2015","A","2019",111.7604,
"G-20","CPI","TOT","IDX2015","A","2020",114.772,
"G-20","CPI","TOT","IDX2015","A","2021",119.6893,
"G-20","CPI","TOT","IDX2015","A","2022",129.9384,
"EA19","CPI","ENRG","IDX2015","A","2018",105.91,
"EA19","CPI","ENRG","IDX2015","A","2019",107.1,
"EA19","CPI","ENRG","IDX2015","A","2020",99.78,
"EA19","CPI","ENRG","IDX2015","A","2021",112.71,
"EA19","CPI","ENRG","IDX2015","A","2022",154.25,
"EA19","CPI","FOOD","IDX2015","A","2018",104.12,
"EA19","CPI","FOOD","IDX2015","A","2019",105.6,
"EA19","CPI","FOOD","IDX2015","A","2020",107.71,
"EA19","CPI","FOOD","IDX2015","A","2021",109.1,
"EA19","CPI","FOOD","IDX2015","A","2022",120.61,
"EA19","CPI","TOT","IDX2015","A","2018",103.55,
"EA19","CPI","TOT","IDX2015","A","2019",104.79,
"EA19","CPI","TOT","IDX2015","A","2020",105.05,
"EA19","CPI","TOT","IDX2015","A","2021",107.77,
"EA19","CPI","TOT","IDX2015","A","2022",116.83,
"EA19","CPI","TOT_FOODENRG","IDX2015","A","2018",102.88,
"EA19","CPI","TOT_FOODENRG","IDX2015","A","2019",103.96,
"EA19","CPI","TOT_FOODENRG","IDX2015","A","2020",104.68,
"EA19","CPI","TOT_FOODENRG","IDX2015","A","2021",106.21,
"EA19","CPI","TOT_FOODENRG","IDX2015","A","2022",110.41,
"IND","CPI","FOOD","IDX2015","A","2018",108.0189,
"EU27_2020","CPI","ENRG","IDX2015","A","2018",105.67,
"EU27_2020","CPI","ENRG","IDX2015","A","2019",106.9,
"EU27_2020","CPI","ENRG","IDX2015","A","2020",100.35,
"EU27_2020","CPI","ENRG","IDX2015","A","2021",113.03,
"EU27_2020","CPI","ENRG","IDX2015","A","2022",152.84,
"EU27_2020","CPI","FOOD","IDX2015","A","2018",104.51,
"EU27_2020","CPI","FOOD","IDX2015","A","2019",106.71,
"EU27_2020","CPI","FOOD","IDX2015","A","2020",109.43,
"EU27_2020","CPI","FOOD","IDX2015","A","2021",111.13,
"EU27_2020","CPI","FOOD","IDX2015","A","2022",124.34,
"EU27_2020","CPI","TOT","IDX2015","A","2018",103.57,
"EU27_2020","CPI","TOT","IDX2015","A","2019",105.04,
"EU27_2020","CPI","TOT","IDX2015","A","2020",105.76,
"EU27_2020","CPI","TOT","IDX2015","A","2021",108.82,
"EU27_2020","CPI","TOT","IDX2015","A","2022",118.82,
"EU27_2020","CPI","TOT_FOODENRG","IDX2015","A","2018",102.81,
"EU27_2020","CPI","TOT_FOODENRG","IDX2015","A","2019",104.03,
"EU27_2020","CPI","TOT_FOODENRG","IDX2015","A","2020",105.1367,
"EU27_2020","CPI","TOT_FOODENRG","IDX2015","A","2021",107.0058,
"EU27_2020","CPI","TOT_FOODENRG","IDX2015","A","2022",112.0767,
